"","name_","integer_","total_","na_count_","median_","min_","max_","stain","mutuality"
"453","stressed_regression_a_b_2_stdev","FALSE","8216","1796","2.51","0.00253","42.8","comb","TRUE"
"454","stressed_h2axpositive_mean","FALSE","8216","960","0.143","0","1","comb","TRUE"
"455","stressed_h2axpositive_stdev","FALSE","8216","1796","0.378","0","0.707","comb","TRUE"
"456","stressed_h2axnegative_mean","FALSE","8216","960","0.857","0","1","comb","TRUE"
"457","stressed_h2axnegative_stdev","FALSE","8216","1796","0.378","0","0.707","comb","TRUE"
"458","stressed_regression_a_b_3_mean","FALSE","8216","960","-0.406","-18.9","-0.000303","comb","TRUE"
"459","stressed_regression_a_b_3_stdev","FALSE","8216","1796","0.384","0.000172","13.6","comb","TRUE"
"460","stressed_cell_area_mm2_mean","FALSE","8216","960","378","31.2","2610",NA,"TRUE"
"461","stressed_cell_area_mm2_stdev","FALSE","8216","1796","226","0","2240",NA,"TRUE"
"462","stressed_cell_roundness_mean","FALSE","8216","960","0.779","0.163","1.07","mito","TRUE"
"463","stressed_cell_roundness_stdev","FALSE","8216","1796","0.14","0.0000847","0.506","mito","TRUE"
"464","stressed_cell_width_mm_mean","FALSE","8216","960","14.5","3.77","35","mito","TRUE"
"465","stressed_cell_width_mm_stdev","FALSE","8216","1796","4.13","0","22.4","mito","TRUE"
"466","stressed_cell_length_mm_mean","FALSE","8216","960","30.7","6.55","270","mito","TRUE"
"467","stressed_cell_length_mm_stdev","FALSE","8216","1796","13.8","0.0374","124","mito","TRUE"
"468","unstressed_numberofobjects","TRUE","8216","55","54","0","5590","hoescht","TRUE"
"469","unstressed_intensity_nucleus_alexa488_mean_mean","FALSE","8216","263","672","237","6160","h2ax","TRUE"
"470","unstressed_intensity_nucleus_alexa488_mean_stdev","FALSE","8216","472","291","0.976","7170","h2ax","TRUE"
"471","unstressed_intensity_cell_mitotrackerdeepred_mean_mean","FALSE","8216","263","3020","663","7310","mito","TRUE"
"472","unstressed_intensity_cell_mitotrackerdeepred_mean_stdev","FALSE","8216","472","863","0.468","3550","mito","TRUE"
"473","unstressed_nucleus_hoechst_ser_spot_1px_mean","FALSE","8216","263","0.021","0.00595","0.0469","hoescht","TRUE"
"474","unstressed_nucleus_hoechst_ser_spot_1px_stdev","FALSE","8216","472","0.00522","0.0000163","0.0246","hoescht","TRUE"
"475","unstressed_nucleus_hoechst_ser_hole_1px_mean","FALSE","8216","263","0.00432","0","0.0117","hoescht","TRUE"
"476","unstressed_nucleus_hoechst_ser_hole_1px_stdev","FALSE","8216","472","0.0021","0","0.00651","hoescht","TRUE"
"477","unstressed_nucleus_hoechst_ser_edge_1px_mean","FALSE","8216","263","0.188","0.0631","0.357","hoescht","TRUE"
"478","unstressed_nucleus_hoechst_ser_edge_1px_stdev","FALSE","8216","472","0.0389","0.000843","0.166","hoescht","TRUE"
"479","unstressed_nucleus_hoechst_ser_ridge_1px_mean","FALSE","8216","263","0.027","0.0118","0.0722","hoescht","TRUE"
"480","unstressed_nucleus_hoechst_ser_ridge_1px_stdev","FALSE","8216","472","0.00598","0.0000485","0.0266","hoescht","TRUE"
"481","unstressed_nucleus_hoechst_ser_valley_1px_mean","FALSE","8216","263","0.0361","0.0049","0.0896","hoescht","TRUE"
"482","unstressed_nucleus_hoechst_ser_valley_1px_stdev","FALSE","8216","472","0.0119","0.0000485","0.0468","hoescht","TRUE"
"483","unstressed_nucleus_hoechst_ser_saddle_1px_mean","FALSE","8216","263","0.0505","0.0121","0.11","hoescht","TRUE"
"484","unstressed_nucleus_hoechst_ser_saddle_1px_stdev","FALSE","8216","472","0.0139","0.0000291","0.0487","hoescht","TRUE"
"485","unstressed_nucleus_hoechst_ser_bright_1px_mean","FALSE","8216","263","0.0419","0.0166","0.0916","hoescht","TRUE"
"486","unstressed_nucleus_hoechst_ser_bright_1px_stdev","FALSE","8216","472","0.0091","0.0000539","0.033","hoescht","TRUE"
"487","unstressed_nucleus_hoechst_ser_dark_1px_mean","FALSE","8216","263","0.0348","0.00424","0.088","hoescht","TRUE"
"488","unstressed_nucleus_hoechst_ser_dark_1px_stdev","FALSE","8216","472","0.0113","0.000023","0.04","hoescht","TRUE"
"489","unstressed_nucleus_alexa488_ser_spot_1px_mean","FALSE","8216","263","0.0148","0.00531","0.038","h2ax","TRUE"
"490","unstressed_nucleus_alexa488_ser_spot_1px_stdev","FALSE","8216","472","0.00432","0.00000635","0.0207","h2ax","TRUE"
"491","unstressed_nucleus_alexa488_ser_hole_1px_mean","FALSE","8216","263","0.00681","0.000159","0.0214","h2ax","TRUE"
"492","unstressed_nucleus_alexa488_ser_hole_1px_stdev","FALSE","8216","472","0.00241","0.0000333","0.0107","h2ax","TRUE"
"493","unstressed_nucleus_alexa488_ser_edge_1px_mean","FALSE","8216","263","0.0948","0.0205","0.351","h2ax","TRUE"
"494","unstressed_nucleus_alexa488_ser_edge_1px_stdev","FALSE","8216","472","0.0348","0.0000746","0.198","h2ax","TRUE"
"495","unstressed_nucleus_alexa488_ser_ridge_1px_mean","FALSE","8216","263","0.0212","0.00824","0.054","h2ax","TRUE"
"496","unstressed_nucleus_alexa488_ser_ridge_1px_stdev","FALSE","8216","472","0.00552","0.0000000000251","0.0286","h2ax","TRUE"
"497","unstressed_nucleus_alexa488_ser_valley_1px_mean","FALSE","8216","263","0.0237","0.00615","0.106","h2ax","TRUE"
"498","unstressed_nucleus_alexa488_ser_valley_1px_stdev","FALSE","8216","472","0.0111","0.00000171","0.0931","h2ax","TRUE"
"499","unstressed_nucleus_alexa488_ser_saddle_1px_mean","FALSE","8216","263","0.0278","0.00885","0.0982","h2ax","TRUE"
"500","unstressed_nucleus_alexa488_ser_saddle_1px_stdev","FALSE","8216","472","0.0113","0.000006","0.0704","h2ax","TRUE"
"501","unstressed_nucleus_alexa488_ser_bright_1px_mean","FALSE","8216","263","0.0314","0.0119","0.0789","h2ax","TRUE"
"502","unstressed_nucleus_alexa488_ser_bright_1px_stdev","FALSE","8216","472","0.00833","0.000034","0.0371","h2ax","TRUE"
"503","unstressed_nucleus_alexa488_ser_dark_1px_mean","FALSE","8216","263","0.0269","0.0069","0.099","h2ax","TRUE"
"504","unstressed_nucleus_alexa488_ser_dark_1px_stdev","FALSE","8216","472","0.011","0.0000665","0.0826","h2ax","TRUE"
"505","unstressed_cell_mitotrackerdeepred_ser_spot_1px_mean","FALSE","8216","263","0.0161","0.0055","0.0423","mito","TRUE"
"506","unstressed_cell_mitotrackerdeepred_ser_spot_1px_stdev","FALSE","8216","472","0.00412","0.00000624","0.0258","mito","TRUE"
"507","unstressed_cell_mitotrackerdeepred_ser_hole_1px_mean","FALSE","8216","263","0.0091","0","0.0289","mito","TRUE"
"508","unstressed_cell_mitotrackerdeepred_ser_hole_1px_stdev","FALSE","8216","472","0.00298","0","0.0183","mito","TRUE"
"509","unstressed_cell_mitotrackerdeepred_ser_edge_1px_mean","FALSE","8216","263","0.121","0.0184","0.413","mito","TRUE"
"510","unstressed_cell_mitotrackerdeepred_ser_edge_1px_stdev","FALSE","8216","472","0.0311","0.00053","0.29","mito","TRUE"
"511","unstressed_cell_mitotrackerdeepred_ser_ridge_1px_mean","FALSE","8216","263","0.0278","0.00715","0.077","mito","TRUE"
"512","unstressed_cell_mitotrackerdeepred_ser_ridge_1px_stdev","FALSE","8216","472","0.00655","0.0000119","0.0461","mito","TRUE"
"513","unstressed_cell_mitotrackerdeepred_ser_valley_1px_mean","FALSE","8216","263","0.0286","0.00462","0.176","mito","TRUE"
"514","unstressed_cell_mitotrackerdeepred_ser_valley_1px_stdev","FALSE","8216","472","0.00919","0.0000328","0.144","mito","TRUE"
"515","unstressed_cell_mitotrackerdeepred_ser_saddle_1px_mean","FALSE","8216","263","0.0316","0.0082","0.154","mito","TRUE"
"516","unstressed_cell_mitotrackerdeepred_ser_saddle_1px_stdev","FALSE","8216","472","0.00845","0.0000141","0.0777","mito","TRUE"
"517","unstressed_cell_mitotrackerdeepred_ser_bright_1px_mean","FALSE","8216","263","0.0384","0.0112","0.0947","mito","TRUE"
"518","unstressed_cell_mitotrackerdeepred_ser_bright_1px_stdev","FALSE","8216","472","0.00881","0.0000235","0.0509","mito","TRUE"
"519","unstressed_cell_mitotrackerdeepred_ser_dark_1px_mean","FALSE","8216","263","0.0332","0.00662","0.167","mito","TRUE"
"520","unstressed_cell_mitotrackerdeepred_ser_dark_1px_stdev","FALSE","8216","472","0.0101","0.000314","0.13","mito","TRUE"
"521","unstressed_regression_a_b_mean","FALSE","8216","263","-1.62","-8.57","-0.0114",NA,"TRUE"
"522","unstressed_regression_a_b_stdev","FALSE","8216","472","0.988","0.00197","7.11",NA,"TRUE"
"523","unstressed_intensity_nucleus_alexa488_mean_2_mean","FALSE","8216","263","672","237","6160",NA,"FALSE"
"524","unstressed_intensity_nucleus_alexa488_mean_2_stdev","FALSE","8216","472","291","0.976","7170",NA,"FALSE"
"525","unstressed_intensity_nucleus_alexa488_stdev_mean","FALSE","8216","263","204","22.3","2640","h2ax","TRUE"
"526","unstressed_intensity_nucleus_alexa488_stdev_std_dev","FALSE","8216","472","163","0.228","3240","h2ax","TRUE"
"527","unstressed_intensity_nucleus_alexa488_median_mean","FALSE","8216","263","647","237","5860","h2ax","TRUE"
"528","unstressed_intensity_nucleus_alexa488_median_stdev","FALSE","8216","472","281","0.707","7990","h2ax","TRUE"
"529","unstressed_intensity_nucleus_alexa488_quantile_75_percent_mean","FALSE","8216","263","785","253","7220","h2ax","TRUE"
"530","unstressed_intensity_nucleus_alexa488_quantile_75_percent_stdev","FALSE","8216","472","376","0.707","9850","h2ax","TRUE"
"531","unstressed_intensity_cell_mitotrackerdeepred_mean_2_mean","FALSE","8216","263","3020","663","7310",NA,"FALSE"
"532","unstressed_intensity_cell_mitotrackerdeepred_mean_2_stdev","FALSE","8216","472","863","0.468","3550",NA,"FALSE"
"533","unstressed_intensity_cell_mitotrackerdeepred_stdev_mean","FALSE","8216","263","1160","44.8","3610","mito","TRUE"
"534","unstressed_intensity_cell_mitotrackerdeepred_stdev_std_dev","FALSE","8216","472","464","2.44","1910","mito","TRUE"
"535","unstressed_intensity_cell_mitotrackerdeepred_median_mean","FALSE","8216","263","2800","653","6740","mito","TRUE"
"536","unstressed_intensity_cell_mitotrackerdeepred_median_stdev","FALSE","8216","472","800","2.12","3310","mito","TRUE"
"537","unstressed_intensity_cell_mitotrackerdeepred_quantile_75_percent_mean","FALSE","8216","263","3730","690","8600","mito","TRUE"
"538","unstressed_intensity_cell_mitotrackerdeepred_quantile_75_percent_stdev","FALSE","8216","472","1140","0.707","4140","mito","TRUE"
"539","unstressed_intensity_cell_hoechst_mean_mean","FALSE","8216","263","1200","302","17200","hoescht","TRUE"
"540","unstressed_intensity_cell_hoechst_mean_stdev","FALSE","8216","472","737","3.64","16600","hoescht","TRUE"
"541","unstressed_intensity_cell_hoechst_stdev_mean","FALSE","8216","263","1310","87.4","22100","hoescht","TRUE"
"542","unstressed_intensity_cell_hoechst_stdev_std_dev","FALSE","8216","472","1020","2.67","14200","hoescht","TRUE"
"543","unstressed_intensity_cell_hoechst_median_mean","FALSE","8216","263","618","258","8990","hoescht","TRUE"
"544","unstressed_intensity_cell_hoechst_median_stdev","FALSE","8216","472","318","0.707","19300","hoescht","TRUE"
"545","unstressed_intensity_cell_hoechst_quantile_75_percent_mean","FALSE","8216","263","1290","295","27400","hoescht","TRUE"
"546","unstressed_intensity_cell_hoechst_quantile_75_percent_stdev","FALSE","8216","472","923","2.83","25000","hoescht","TRUE"
"547","unstressed_total_spot_area_mean","FALSE","8216","263","21","0","348","h2ax","TRUE"
"548","unstressed_total_spot_area_stdev","FALSE","8216","472","43.4","0","259","h2ax","TRUE"
"549","unstressed_relative_spot_intensity_mean","FALSE","8216","263","0.0417","0","0.599","h2ax","TRUE"
"550","unstressed_relative_spot_intensity_stdev","FALSE","8216","472","0.0737","0","0.4","h2ax","TRUE"
"551","unstressed_numberofspots_mean","FALSE","8216","263","1.98","0","32","h2ax","TRUE"
"552","unstressed_numberofspots_stdev","FALSE","8216","472","3.49","0","36.9","h2ax","TRUE"
"553","unstressed_numberofspots_per_area_of_nucleus_mean","FALSE","8216","263","0.0041","0","0.0339","h2ax","TRUE"
"554","unstressed_numberofspots_per_area_of_nucleus_stdev","FALSE","8216","472","0.0056","0","0.0182","h2ax","TRUE"
"555","unstressed_regression_a_b_2_mean","FALSE","8216","263","2.8","-19.8","4.9","comb","TRUE"
"556","unstressed_regression_a_b_2_stdev","FALSE","8216","472","1.85","0.00128","20.5","comb","TRUE"
"557","unstressed_h2axpositive_mean","FALSE","8216","263","0.0827","0","1","comb","TRUE"
"558","unstressed_h2axpositive_stdev","FALSE","8216","472","0.283","0","0.707","comb","TRUE"
"559","unstressed_h2axnegative_mean","FALSE","8216","263","0.917","0","1","comb","TRUE"
"560","unstressed_h2axnegative_stdev","FALSE","8216","472","0.283","0","0.707","comb","TRUE"
"561","unstressed_regression_a_b_3_mean","FALSE","8216","263","0.523","0.0062","1.02","comb","TRUE"
"562","unstressed_regression_a_b_3_stdev","FALSE","8216","472","0.194","0.003","0.609","comb","TRUE"
"563","unstressed_cell_area_mm2_mean","FALSE","8216","263","778","33","3340",NA,"TRUE"
"564","unstressed_cell_area_mm2_stdev","FALSE","8216","472","355","1","2070",NA,"TRUE"
"565","unstressed_cell_roundness_mean","FALSE","8216","263","0.613","0.25","1.04","mito","TRUE"
"566","unstressed_cell_roundness_stdev","FALSE","8216","472","0.129","0.000337","0.457","mito","TRUE"
"567","unstressed_cell_width_mm_mean","FALSE","8216","263","18.9","4.76","42.9","mito","TRUE"
"568","unstressed_cell_width_mm_stdev","FALSE","8216","472","5.42","0","28.7","mito","TRUE"
"569","unstressed_cell_length_mm_mean","FALSE","8216","263","50.7","7.56","235","mito","TRUE"
"570","unstressed_cell_length_mm_stdev","FALSE","8216","472","18.2","0.108","88.6","mito","TRUE"
"571","micronuclei_numberofobjects","TRUE","8216","55","3","0","300","hoescht","TRUE"
"572","micronuclei_fraction_of_nucleus_intensity_mean","FALSE","8216","2911","0.574","0.0309","13.5","hoescht","TRUE"
"573","micronuclei_fraction_of_nucleus_intensity_stdev","FALSE","8216","3621","0.23","0.000244","7.63","hoescht","TRUE"
"574","micronuclei_relative_intensity_to_border_mean","FALSE","8216","2911","0.155","0.00201","0.397","hoescht","TRUE"
"575","micronuclei_relative_intensity_to_border_stdev","FALSE","8216","3621","0.0552","0.00000772","0.224","hoescht","TRUE"
"576","micronuclei_distance_from_nucleus_px_mean","FALSE","8216","2911","11.4","1","116","hoescht","TRUE"
"577","micronuclei_distance_from_nucleus_px_stdev","FALSE","8216","3621","8.98","0","99.8","hoescht","TRUE"
"578","micronuclei_gap_to_nucleus_px_mean","FALSE","8216","2911","7","0","112","hoescht","TRUE"
"579","micronuclei_gap_to_nucleus_px_stdev","FALSE","8216","3621","8.49","0","100","hoescht","TRUE"
"580","micronuclei_area_of_micronucleus_px2_mean","FALSE","8216","2911","39.5","8","273",NA,"TRUE"
"581","micronuclei_area_of_micronucleus_px2_stdev","FALSE","8216","3621","25.1","0","158",NA,"TRUE"
"582","micronuclei_fraction_of_nucleus_area_mean","FALSE","8216","2911","0.0793","0.00222","0.332","hoescht","TRUE"
"583","micronuclei_fraction_of_nucleus_area_stdev","FALSE","8216","3621","0.0517","0.000164","0.213","hoescht","TRUE"
"584","micronuclei_compactness_mean","FALSE","8216","2911","0.8","0.311","1","hoescht","TRUE"
"585","micronuclei_compactness_stdev","FALSE","8216","3621","0.145","0","0.406","hoescht","TRUE"
"586","micronuclei_micronucleus_to_cytoplasm_intensity_mean","FALSE","8216","2937","0.422","0.2","6.26","hoescht","TRUE"
"587","micronuclei_micronucleus_to_cytoplasm_intensity_stdev","FALSE","8216","3636","0.245","0.000662","9.99","hoescht","TRUE"
"588","h2axpositive_infocus","FALSE","8216","136","0.105","0","1","h2ax","TRUE"
"589","mito_stress_infocus","FALSE","8216","136","0.11","0","1","mito","TRUE"
"590","micronucleatedcells","FALSE","8216","136","0.0192","0","0.667","hoescht","TRUE"
"591","multinucleatedcells","FALSE","8216","81","1.27","NA","NA","hoescht","TRUE"
